# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = FepLean_Symmetric_Boolean_Generative_Model_stan_model
# start_datetime = 2026-09-04 04:34:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 300
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/hum/Documents/GitHub/HumOS/projects/outside_of_hum/fep_lean/specs/gnn-bridge-p1-finite-spike/gnn_output/12_execute_output/FepLeanSymmetricBool/stan/simulation_data/FepLean_Symmetric_Boolean_Generative_Model_stan_data.json
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = /Users/hum/Documents/GitHub/HumOS/projects/outside_of_hum/fep_lean/specs/gnn-bridge-p1-finite-spike/gnn_output/12_execute_output/FepLeanSymmetricBool/stan/simulation_data/cmdstan/FepLean_Symmetric_Boolean_Generative_Model_stan-20260903213430.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=FepLean_Symmetric_Boolean_Generative_Model_stan.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,A_est.1.1,A_est.2.1,A_est.1.2,A_est.2.2,filtered_state.1.1,filtered_state.2.1,filtered_state.1.2,filtered_state.2.2,log_marginal
-31.313529,0.99521758,0.95551693,2,3,0,31.9847,0.58100617,0.51096715,0.41899383,0.48903285,0.53206993,0.53206993,0.46793007,0.46793007,-1.2103215
-31.516237,0.95071137,0.95551693,2,3,0,31.809497,0.43185646,0.53145418,0.56814354,0.46854582,0.44830447,0.44830447,0.55169553,0.55169553,-1.461053
-31.357455,0.99494603,0.95551693,2,3,0,31.701473,0.53450814,0.58772846,0.46549186,0.41227154,0.47628828,0.47628828,0.52371172,0.52371172,-1.155647
-31.662706,0.93167379,0.95551693,1,1,0,31.673696,0.52681946,0.62620761,0.47318054,0.37379239,0.45690121,0.45690121,0.54309879,0.54309879,-1.1015129
-31.616905,0.92341436,0.95551693,2,3,0,32.61796,0.43240661,0.47488038,0.56759339,0.52511962,0.47659298,0.47659298,0.52340702,0.52340702,-1.5808873
-31.401046,0.95151576,0.95551693,2,3,0,32.232299,0.56474786,0.581531,0.43525214,0.418469,0.49267929,0.49267929,0.50732071,0.50732071,-1.1132525
-32.52901,0.83185114,0.95551693,2,3,0,32.556723,0.46310281,0.36064151,0.53689719,0.63935849,0.56219242,0.56219242,0.43780758,0.43780758,-1.7740845
-32.050513,0.99027194,0.95551693,2,3,0,33.256927,0.39251713,0.57950533,0.60748287,0.42049467,0.40381488,0.40381488,0.59618512,0.59618512,-1.4430471
-32.196613,0.93869627,0.95551693,2,3,0,33.087584,0.44088462,0.39537453,0.55911538,0.60462547,0.52721052,0.52721052,0.47278948,0.47278948,-1.7439278
-32.247371,0.9970471,0.95551693,2,3,0,32.476287,0.42788728,0.4001966,0.57211272,0.5998034,0.51671973,0.51671973,0.48328027,0.48328027,-1.763576
-31.767384,0.82001802,0.95551693,2,3,0,34.493586,0.51762639,0.63621437,0.48237361,0.36378563,0.44861164,0.44861164,0.55138836,0.55138836,-1.100102
-32.100098,0.77174989,0.95551693,1,3,0,33.903125,0.57879321,0.38815664,0.42120679,0.61184336,0.59857625,0.59857625,0.40142375,0.40142375,-1.4535117
-31.186211,0.9509296,0.95551693,1,3,0,32.4648,0.51633249,0.55028712,0.48366751,0.44971288,0.48408307,0.48408307,0.51591693,0.51591693,-1.2573055
-31.488272,0.75588269,0.95551693,2,3,0,33.165353,0.58554777,0.46218716,0.41445223,0.53781284,0.55887014,0.55887014,0.44112986,0.44112986,-1.2930331
-31.411141,0.96722172,0.95551693,2,3,0,31.895128,0.50737995,0.44708241,0.49262005,0.55291759,0.53158717,0.53158717,0.46841283,0.46841283,-1.4795085
-32.066384,0.76769871,0.95551693,1,3,0,33.162276,0.60905974,0.62975035,0.39094026,0.37024965,0.491649,0.491649,0.508351,0.508351,-0.95799173
-31.733313,0.91861655,0.95551693,2,3,0,32.805212,0.61385146,0.45504368,0.38614854,0.54495632,0.57428595,0.57428595,0.42571405,0.42571405,-1.2530433
-32.637576,0.73222848,0.95551693,2,3,0,34.492605,0.38065603,0.41297026,0.61934397,0.58702974,0.4796414,0.4796414,0.5203586,0.5203586,-1.8485795
-31.407062,0.85336477,0.95551693,1,3,0,33.998061,0.59659014,0.52109726,0.40340986,0.47890274,0.53377191,0.53377191,0.46622809,0.46622809,-1.1637709
-32.066764,0.8886115,0.95551693,2,3,0,32.538993,0.64637072,0.58218597,0.35362928,0.41781403,0.52612201,0.52612201,0.47387799,0.47387799,-0.97461424
-34.823418,0.61002728,0.95551693,2,3,0,35.770666,0.66524594,0.28466301,0.33475406,0.71533699,0.700326,0.700326,0.299674,0.299674,-1.4890726
-31.571399,0.96916092,0.95551693,2,3,0,35.257095,0.6148883,0.54027047,0.3851117,0.45972953,0.53229765,0.53229765,0.46770235,0.46770235,-1.0978188
-32.878427,0.78610793,0.95551693,2,3,0,33.725401,0.57552276,0.70009076,0.42447724,0.29990924,0.4511733,0.4511733,0.5488267,0.5488267,-0.89943985
-31.601452,0.90234351,0.95551693,2,3,0,34.191677,0.58095623,0.44006324,0.41904377,0.55993676,0.56899623,0.56899623,0.43100377,0.43100377,-1.3446911
-31.853548,0.95854319,0.95551693,2,3,0,32.28639,0.63379246,0.56954339,0.36620754,0.43045661,0.52669624,0.52669624,0.47330376,0.47330376,-1.0160992
-34.092999,0.78173134,0.95551693,2,3,0,34.536082,0.29071769,0.61342201,0.70928231,0.38657799,0.32154068,0.32154068,0.67845932,0.67845932,-1.5878371
-32.536097,1,0.95551693,2,3,0,34.207635,0.35389902,0.4845964,0.64610098,0.5154036,0.42206435,0.42206435,0.57793565,0.57793565,-1.7385867
-31.98168,0.92245218,0.95551693,2,3,0,33.647796,0.50034766,0.38903369,0.49965234,0.61096631,0.56257944,0.56257944,0.43742056,0.43742056,-1.6207527
-33.35945,0.85796525,0.95551693,2,7,0,33.816583,0.71973419,0.58764941,0.28026581,0.41235059,0.55051493,0.55051493,0.44948507,0.44948507,-0.85023858
-31.7256,1,0.95551693,2,3,0,33.62271,0.58574984,0.42771523,0.41425016,0.57228477,0.57796747,0.57796747,0.42203253,0.42203253,-1.3595439
-32.176795,0.91003317,0.95551693,1,1,0,32.219782,0.61353988,0.40174967,0.38646012,0.59825033,0.6043004,0.6043004,0.3956996,0.3956996,-1.3559467
-32.808778,0.93419911,0.95551693,2,3,0,33.558912,0.65724031,0.64766879,0.34275969,0.35233121,0.5036675,0.5036675,0.4963325,0.4963325,-0.8540276
-31.679275,1,0.95551693,2,3,0,32.69089,0.50833318,0.41474883,0.49166682,0.58525117,0.55069124,0.55069124,0.44930876,0.44930876,-1.5463687
-31.679275,0.73534184,0.95551693,1,3,0,33.821278,0.50833318,0.41474883,0.49166682,0.58525117,0.55069124,0.55069124,0.44930876,0.44930876,-1.5463687
-31.878144,0.89205055,0.95551693,2,3,0,32.905962,0.45956029,0.41265704,0.54043971,0.58734296,0.52688737,0.52688737,0.47311263,0.47311263,-1.6597277
-33.112971,0.89055607,0.95551693,2,3,0,33.336462,0.70360791,0.60106022,0.29639209,0.39893978,0.53930029,0.53930029,0.46069971,0.46069971,-0.85439696
-33.279723,0.86173304,0.95551693,2,7,0,35.479317,0.31292233,0.49450025,0.68707767,0.50549975,0.38755707,0.38755707,0.61244293,0.61244293,-1.8141106
-32.713195,1,0.95551693,1,1,0,33.33508,0.34212699,0.49175243,0.65787301,0.50824757,0.41028352,0.41028352,0.58971648,0.58971648,-1.7496273
-31.273164,0.97576837,0.95551693,1,3,0,32.850708,0.49046994,0.48000516,0.50953006,0.51999484,0.50539158,0.50539158,0.49460842,0.49460842,-1.4462334
-31.316092,0.97271479,0.95551693,2,3,0,31.552964,0.4726325,0.48650295,0.5273675,0.51349705,0.49276929,0.49276929,0.50723071,0.50723071,-1.4697403
-31.29703,0.98904811,0.95551693,2,3,0,31.50274,0.55489393,0.47418957,0.44510607,0.52581043,0.53921177,0.53921177,0.46078823,0.46078823,-1.3289571
-32.61279,0.85276072,0.95551693,2,3,0,32.843795,0.68893118,0.56295964,0.31106882,0.43704036,0.55031251,0.55031251,0.44968749,0.44968749,-0.93698422
-31.344551,0.86616213,0.95551693,1,3,0,33.942132,0.46275858,0.55252647,0.53724142,0.44747353,0.45579178,0.45579178,0.54420822,0.54420822,-1.3559555
-34.343986,0.68450828,0.95551693,2,3,0,34.539052,0.75590676,0.59613719,0.24409324,0.40386281,0.55908446,0.55908446,0.44091554,0.44091554,-0.78305939
-32.142644,0.98787569,0.95551693,2,3,0,35.133599,0.46168436,0.65466568,0.53831564,0.34533432,0.41356595,0.41356595,0.58643405,0.58643405,-1.1661654
-32.622015,0.9345313,0.95551693,2,3,0,32.942959,0.64609324,0.39217148,0.35390676,0.60782852,0.6222818,0.6222818,0.3777182,0.3777182,-1.3111928
-31.779683,1,0.95551693,1,1,0,32.457511,0.60601647,0.43830082,0.39398353,0.56169918,0.58029918,0.58029918,0.41970082,0.41970082,-1.2995676
-31.810601,0.95178258,0.95551693,2,3,0,32.568302,0.63999996,0.52125979,0.36000004,0.47874021,0.55112559,0.55112559,0.44887441,0.44887441,-1.0872835
-31.168685,0.95951686,0.95551693,1,3,0,32.156306,0.5052246,0.50854562,0.4947754,0.49145438,0.49836204,0.49836204,0.50163796,0.50163796,-1.3589418
-32.074806,0.88975555,0.95551693,2,3,0,32.18004,0.43239847,0.63297373,0.56760153,0.36702627,0.40586611,0.40586611,0.59413389,0.59413389,-1.2596459
-32.470026,0.91614774,0.95551693,1,1,0,32.591929,0.43415837,0.66546809,0.56584163,0.33453191,0.3948235,0.3948235,0.6051765,0.6051765,-1.1963533
-31.275728,0.93582803,0.95551693,2,3,0,33.025249,0.49851827,0.47434799,0.50148173,0.52565201,0.5124222,0.5124222,0.4875778,0.4875778,-1.4413117
-31.346562,0.99003949,0.95551693,3,7,0,31.460693,0.46231757,0.55240782,0.53768243,0.44759218,0.45560856,0.45560856,0.54439144,0.54439144,-1.3570583
-33.455697,0.53983682,0.95551693,1,3,0,35.072492,0.68070329,0.66832758,0.31929671,0.33167242,0.50458689,0.50458689,0.49541311,0.49541311,-0.78752144
-31.35108,1,0.95551693,2,3,0,33.173563,0.45487066,0.51758401,0.54512934,0.48241599,0.46775513,0.46775513,0.53224487,0.53224487,-1.442158
-31.212555,1,0.95551693,2,3,0,31.393174,0.53520906,0.48612626,0.46479094,0.51387374,0.52402874,0.52402874,0.47597126,0.47597126,-1.3440726
-32.91003,0.76991292,0.95551693,2,3,0,33.416403,0.59193125,0.33939643,0.40806875,0.66060357,0.63557786,0.63557786,0.36442214,0.36442214,-1.5285826
-31.993532,1,0.95551693,2,3,0,32.802828,0.60589078,0.41336747,0.39410922,0.58663253,0.59444285,0.59444285,0.40555715,0.40555715,-1.348144
-31.674224,0.99055979,0.95551693,2,3,0,32.321125,0.4842447,0.62183487,0.5157553,0.37816513,0.43780277,0.43780277,0.56219723,0.56219723,-1.1846507
-31.394335,0.90019785,0.95551693,2,7,0,32.435826,0.58606556,0.48522989,0.41393444,0.51477011,0.54706249,0.54706249,0.45293751,0.45293751,-1.2485571
-31.872381,0.81618881,0.95551693,1,3,0,33.070364,0.39652196,0.51113763,0.60347804,0.48886237,0.43686197,0.43686197,0.56313803,0.56313803,-1.5800661
-31.579487,0.99942644,0.95551693,2,3,0,31.966708,0.61698764,0.53303888,0.38301236,0.46696112,0.53649862,0.53649862,0.46350138,0.46350138,-1.1067243
-31.950251,0.88113767,0.95551693,2,3,0,32.528005,0.51793131,0.65136112,0.48206869,0.34863888,0.44294421,0.44294421,0.55705579,0.55705579,-1.0734968
-31.369353,0.96195654,0.95551693,2,3,0,32.366917,0.59100805,0.5192876,0.40899195,0.4807124,0.53229791,0.53229791,0.46770209,0.46770209,-1.1770417
-31.742923,0.81967732,0.95551693,1,3,0,32.853128,0.40810528,0.51160949,0.59189472,0.48839051,0.44373027,0.44373027,0.55626973,0.55626973,-1.5536777
-31.999882,0.92962974,0.95551693,2,3,0,32.646186,0.65286684,0.5451719,0.34713316,0.4548281,0.54494635,0.54494635,0.45505365,0.45505365,-1.0249227
-34.499295,0.40331358,0.95551693,2,3,0,36.899438,0.54038746,0.2630472,0.45961254,0.7369528,0.67259665,0.67259665,0.32740335,0.32740335,-1.8240132
-31.817064,0.99673109,0.95551693,2,3,0,34.860233,0.62850192,0.46530313,0.37149808,0.53469687,0.57460141,0.57460141,0.42539859,0.42539859,-1.2069694
-31.817064,0.86555415,0.95551693,1,1,0,32.489759,0.62850192,0.46530313,0.37149808,0.53469687,0.57460141,0.57460141,0.42539859,0.42539859,-1.2069694
-31.243147,0.98482168,0.95551693,2,3,0,31.969641,0.55258282,0.55488238,0.44741718,0.44511762,0.49896179,0.49896179,0.50103821,0.50103821,-1.1821468
-31.321476,0.79880319,0.95551693,2,3,0,32.967452,0.57667422,0.49274296,0.42332578,0.50725704,0.53924159,0.53924159,0.46075841,0.46075841,-1.2520667
-31.323634,0.96765648,0.95551693,2,3,0,31.646951,0.47111857,0.55910653,0.52888143,0.44089347,0.45729673,0.45729673,0.54270327,0.54270327,-1.3267397
-31.766893,0.95360141,0.95551693,2,7,0,31.796455,0.62119843,0.46099133,0.37880157,0.53900867,0.57401988,0.57401988,0.42598012,0.42598012,-1.2283213
-31.453096,0.96345176,0.95551693,2,3,0,32.203946,0.59870068,0.49400939,0.40129932,0.50599061,0.54790443,0.54790443,0.45209557,0.45209557,-1.2089725
-32.849911,0.82514462,0.95551693,2,3,0,33.376111,0.70458575,0.5445557,0.29541425,0.4554443,0.56405602,0.56405602,0.43594398,0.43594398,-0.94138141
-33.140364,0.73497061,0.95551693,2,3,0,35.897823,0.33523157,0.43807104,0.66476843,0.56192896,0.43350632,0.43350632,0.56649368,0.56649368,-1.900464
-31.828853,0.92723929,0.95551693,2,3,0,34.06079,0.40298276,0.49546087,0.59701724,0.50453913,0.44853428,0.44853428,0.55146572,0.55146572,-1.600477
-31.667403,0.94717123,0.95551693,2,7,0,32.523705,0.61673194,0.56636868,0.38326806,0.43363132,0.52128444,0.52128444,0.47871556,0.47871556,-1.0500171
-31.94267,0.94445294,0.95551693,2,3,0,32.236299,0.491618,0.39406841,0.508382,0.60593159,0.55507005,0.55507005,0.44492995,0.44492995,-1.629079
-33.158415,0.76561958,0.95551693,1,1,0,33.187735,0.45004897,0.32957173,0.54995103,0.67042827,0.57726657,0.57726657,0.42273343,0.42273343,-1.8841899
-31.357758,0.88523856,0.95551693,1,3,0,34.107403,0.58621156,0.54069015,0.41378844,0.45930985,0.5201976,0.5201976,0.4798024,0.4798024,-1.1473503
-34.475215,0.66704297,0.95551693,2,3,0,34.805223,0.45268365,0.2728439,0.54731635,0.7271561,0.62393723,0.62393723,0.37606277,0.37606277,-2.0280068
-32.930239,0.9344259,0.95551693,2,3,0,36.110168,0.32976262,0.55665968,0.67023738,0.44334032,0.37201526,0.37201526,0.62798474,0.62798474,-1.627418
-33.266443,0.90962035,0.95551693,2,3,0,34.269567,0.71717683,0.58175834,0.28282317,0.41824166,0.55212673,0.55212673,0.44787327,0.44787327,-0.86320471
-31.37637,0.99268776,0.95551693,2,3,0,33.418095,0.52406395,0.59199826,0.47593605,0.40800174,0.46956518,0.46956518,0.53043482,0.53043482,-1.1666811
-31.255227,0.98369034,0.95551693,2,3,0,31.55929,0.48440704,0.55372748,0.51559296,0.44627252,0.46661298,0.46661298,0.53338702,0.53338702,-1.3114436
-33.924569,0.69107018,0.95551693,2,3,0,34.433404,0.65571809,0.71465285,0.34428191,0.28534715,0.47849678,0.47849678,0.52150322,0.52150322,-0.75613143
-32.577505,1,0.95551693,2,3,0,34.739623,0.69187124,0.51581723,0.30812876,0.48418277,0.57288884,0.57288884,0.42711116,0.42711116,-1.008878
-31.818772,1,0.95551693,2,3,0,32.454467,0.64029038,0.53001208,0.35970962,0.46998792,0.5471153,0.5471153,0.4528847,0.4528847,-1.0717699
-32.352587,0.91550668,0.95551693,2,3,0,32.850623,0.36117834,0.51122349,0.63882166,0.48877651,0.41400456,0.41400456,0.58599544,0.58599544,-1.6593047
-31.775531,1,0.95551693,2,3,0,32.280869,0.40530851,0.53929705,0.59469149,0.46070295,0.42907699,0.42907699,0.57092301,0.57092301,-1.50027
-33.039198,0.90040518,0.95551693,2,3,0,33.135308,0.33093028,0.46474502,0.66906972,0.53525498,0.41591122,0.41591122,0.58408878,0.58408878,-1.8434225
-33.725786,0.92470663,0.95551693,3,7,0,34.613898,0.67482339,0.69035211,0.32517661,0.30964789,0.49431256,0.49431256,0.50568744,0.50568744,-0.76372837
-33.998953,0.98630259,0.95551693,2,3,0,35.458566,0.61112288,0.29381189,0.38887712,0.70618811,0.67532257,0.67532257,0.32467743,0.32467743,-1.5860792
-33.03475,1,0.95551693,2,3,0,34.080578,0.55532045,0.32423306,0.44467955,0.67576694,0.6313663,0.6313663,0.3686337,0.3686337,-1.6429761
-33.343003,0.93908746,0.95551693,1,1,0,33.679336,0.54246952,0.30831773,0.45753048,0.69168227,0.6376089,0.6376089,0.3623911,0.3623911,-1.7094807
-35.482563,0.56644622,0.95551693,2,3,0,38.742497,0.26434062,0.38028065,0.73565938,0.61971935,0.4100712,0.4100712,0.5899288,0.5899288,-2.264479
-34.907843,1,0.95551693,1,1,0,35.932946,0.27378341,0.40350109,0.72621659,0.59649891,0.40423693,0.40423693,0.59576307,0.59576307,-2.1656221
-33.419949,1,0.95551693,1,1,0,34.810849,0.33243598,0.41374921,0.66756402,0.58625079,0.44551404,0.44551404,0.55448596,0.55448596,-1.9718573
-33.175608,0.98648484,0.95551693,2,3,0,34.97007,0.39974265,0.68937659,0.60025735,0.31062341,0.36703295,0.36703295,0.63296705,0.63296705,-1.2155557
-31.645275,0.99799878,0.95551693,2,7,0,33.115576,0.62123155,0.49243953,0.37876845,0.50756047,0.55782318,0.55782318,0.44217682,0.44217682,-1.1709707
-32.193196,0.90120756,0.95551693,2,3,0,32.761773,0.37643617,0.56505533,0.62356383,0.43494467,0.3998296,0.3998296,0.6001704,0.6001704,-1.5068743
-32.091413,1,0.95551693,2,7,0,32.327635,0.65514952,0.47417853,0.34485048,0.52582147,0.58012331,0.58012331,0.41987669,0.41987669,-1.1430487
-31.222047,1,0.95551693,2,7,0,31.92794,0.48162378,0.52831824,0.51837622,0.47168176,0.4768826,0.4768826,0.5231174,0.5231174,-1.3665085
-31.211124,0.96849859,0.95551693,2,3,0,31.467794,0.55693227,0.50892009,0.44306773,0.49107991,0.52252291,0.52252291,0.47747709,0.47747709,-1.2587447
-31.284424,0.97377745,0.95551693,2,3,0,31.440511,0.46985599,0.54107714,0.53014401,0.45892286,0.46477455,0.46477455,0.53522545,0.53522545,-1.3645468
-31.219759,0.99748234,0.95551693,2,3,0,31.341071,0.55683384,0.50244532,0.44316616,0.49755468,0.52567242,0.52567242,0.47432758,0.47432758,-1.2711171
-31.374367,0.98018968,0.95551693,2,3,0,31.433439,0.52097739,0.59178333,0.47902261,0.40821667,0.46818456,0.46818456,0.53181544,0.53181544,-1.1726062
-31.698219,0.67159178,0.95551693,2,3,0,34.546344,0.41752537,0.48851204,0.58247463,0.51148796,0.46082575,0.46082575,0.53917425,0.53917425,-1.5836437
-31.423574,0.98576027,0.95551693,2,3,0,32.001595,0.55077713,0.44862971,0.44922287,0.55137029,0.55110402,0.55110402,0.44889598,0.44889598,-1.387481
-32.314004,0.88314662,0.95551693,2,3,0,32.648348,0.36498935,0.50020174,0.63501065,0.49979826,0.42185981,0.42185981,0.57814019,0.57814019,-1.6759041
-31.507076,0.95832428,0.95551693,2,3,0,32.797554,0.43737865,0.49484212,0.56262135,0.50515788,0.46917926,0.46917926,0.53082074,0.53082074,-1.5266656
-31.600797,0.9184132,0.95551693,2,3,0,32.285085,0.55861332,0.42805717,0.44138668,0.57194283,0.56615996,0.56615996,0.43384004,0.43384004,-1.4131326
-31.600797,0.41080118,0.95551693,1,3,0,36.172303,0.55861332,0.42805717,0.44138668,0.57194283,0.56615996,0.56615996,0.43384004,0.43384004,-1.4131326
-31.175104,0.99712949,0.95551693,1,3,0,31.55078,0.52854944,0.49809912,0.47145056,0.50190088,0.51482996,0.51482996,0.48517004,0.48517004,-1.333695
-31.280498,0.86534139,0.95551693,2,3,0,32.244806,0.57444315,0.53144318,0.42555685,0.46855682,0.51944141,0.51944141,0.48055859,0.48055859,-1.1850001
